Dataset Length Time sMAPE Euclidean diff_Euclidean DTW diff_DTW DTW_reconstructed diff_DTW_reconstructed Euclidean_reconstructed diff_Euclidean_reconstructed
0 49 20.196346759796143 149.96478053689071 7.502328398386763 9.211864798737354 22.63477512069525 23.627319933641722 0.7278273066444093 0.9170147953096686 8.053697995327768 13.72717262204583
1 49 16.856618881225586 165.18298887619721 15.129484815958412 4.681564891313065 201.69178420792358 7.964849760068166 0.869735790652418 0.04428977039042262 0.9325962634776198 0.21045134922452416
2 49 20.646716833114624 89.96364906101397 4.681198332058557 6.133088384587891 7.5999800932403385 15.151486895247633 0.4665121549701196 0.08285242614113382 4.27651000712651 6.6006890298836876
3 49 30.917256832122803 146.17414848864095 29.844134372104524 5.398931042075281 764.6112102377812 22.983043550026473 0.10920360695972843 0.18770465042903692 3.639201635424473 6.494116024781894
4 49 12.697854042053223 163.27157260640558 6.582452217145358 3.9245586711191054 21.209436852186485 11.561366496969965 0.22399201286127482 0.038770167563511225 0.4767703413485354 0.1969014158494327
5 49 29.992143154144287 149.9640901717237 12.597653200182574 9.280043675334255 107.6362092849198 22.548408924318668 0.08746106826709298 0.024163418259977407 0.29573817519402706 0.1554458692277714
6 49 12.424160957336426 152.79109324951025 19.157545665017466 7.645933246046304 251.42665618821002 22.034197925600566 0.24163248608554128 0.01610883240570285 0.4915612739888501 0.12692057518662153
7 49 27.138811111450195 144.04882830792442 7.63340373968054 11.232579962890405 26.730299962331966 36.53464877773901 0.5778787668612896 0.6158798649088562 7.425639192695623 12.77964336955726
8 49 20.82146382331848 154.12706012800555 6.3913801555046525 5.990640398282259 14.466640074677048 21.6399004286978 0.30045065232212687 0.016774586806050793 0.5481337905312232 0.12951674334251456
9 49 22.6594717502594 188.14227194885154 35.07808967277104 6.81380793929533 1136.9140055211142 13.328191781300605 0.2473908169134723 0.025975318322363158 0.4973839733178707 0.16116860216048023
10 49 21.57108783721924 144.28772685976165 7.275046640595202 9.77704728888143 27.221255903942087 36.68690735112483 0.35981192188233835 0.20534347899474226 7.363180197915241 12.230748270717642
11 49 18.037600994110107 173.87283206642223 11.674727714936415 6.042750939019897 100.4892092307505 20.755120306152605 0.5845209267279213 0.046404127662112216 0.7645396828994038 0.21541617316745792
12 49 20.14332103729248 158.34586263696704 15.209678101170002 6.933550844675505 163.252337030364 39.67047012007872 0.10845524318449679 0.04088239949609844 0.32932543658894126 0.20219396503382206
13 49 23.278721809387207 151.0916852958605 5.786972230672818 9.469667343789975 8.83272090213206 35.79331330080046 0.12783437331956737 0.03726580760585068 0.3575393311505286 0.19304353810954325
14 49 22.13321328163147 139.31849945319473 4.696449895884784 4.677012255409683 11.856740688881588 12.692064331052599 0.06870494408162438 0.037391664482493134 0.2621162796959097 0.19336924388974877
15 49 19.392764806747437 165.16987522323828 7.280097524151904 4.229893596128221 37.72960104602762 13.023874892867992 0.286523472227943 0.5832238777433182 1.498347144270773 2.7430407991636523
16 49 15.167762994766235 166.09824859098592 22.37613744034566 7.848824189253726 307.16994711075967 61.604041153814386 1.7731679478201148 3.2360315047717174 4.775706516195931 8.421800158683698
17 49 21.608028173446655 160.23759033332837 9.349678900642077 8.846627753459726 49.2209059275361 27.038131844265543 0.27051823816874637 0.3406922761887577 5.53038578971975 9.153392120837848
18 50 24.497138023376465 198.957819515582 26.43136437535495 5.989937305155493 616.4632543168892 17.262379108878186 0.08413289003238344 0.03092593818661652 0.2900567014091959 0.1758577214301849
19 50 17.065927028656006 71.53506135458737 2.493870172708951 2.8469000474490915 4.566991838536716 6.12842204254983 0.6478695863016058 1.130909127388756 4.522456242298076 7.748110717889
20 50 28.773839950561523 122.23160388877312 6.304965840349703 5.146818445855571 22.29996199180734 10.733759994853116 0.6021522779761187 0.017306810682379294 0.7759847150402631 0.13155535216166345
