Dataset Length Time sMAPE Euclidean diff_Euclidean DTW diff_DTW DTW_reconstructed diff_DTW_reconstructed Euclidean_reconstructed diff_Euclidean_reconstructed
0 349 13.186164855957031 89.55267612409504 8.740123616342506 3.77435157453458 75.24596604818662 14.194744552957319 3.335510876651258 0.14836643169136374 23.358749053510667 7.638692051735764
1 349 6.340559005737305 40.183738678672064 7.367805444552153 3.0667877169888746 44.67613559365 8.265008168169306 2.316024868468442 0.22545233812481313 39.98259287433898 6.553749883386555
2 349 5.364461898803711 199.24694097171383 2.1506789935759363 0.24208491760631362 4.444694184128843 0.03989674377472977 6.401686053045291 0.49054231388988284 43.55309140998719 10.05905505868285
3 349 2.2124216556549072 7.130015731321634 0.23049419253865508 0.1364569175368545 0.05061670085793538 0.01738605319034564 1.069285788072621 0.13403141363700677 44.67335572624654 11.015307657418909
4 349 15.057326078414917 3.9750019057215726 0.5590219787976912 0.1698159509700612 0.22369959244003454 0.02704648220253516 3.2082229156647406 0.35871877764134713 28.02924919099267 7.260245289074825
5 349 15.13789677619934 139.18295233620506 15.494379552097048 5.711427979673971 216.38826315893263 30.008221199067727 1.443377372271447 0.10540461166231738 28.998534849216263 9.623624995316698
6 349 4.149093866348267 52.498961949407196 15.13419840039587 3.3164398154842445 223.56705099411965 10.64622917400479 0.7022404886521575 0.09560414148564272 44.113383731406635 7.056793582852221
7 349 10.914827823638916 121.00976667811557 11.424613590015998 5.017483508470793 129.95742358960857 25.115792383372046 1.1732734481155023 0.13000627399454107 36.49803498306168 7.612509980689531
8 349 7.108273029327393 108.7521303789174 0.8345688494855996 0.28996639000183794 0.6100902604255656 0.0817887608256818 4.8913238283271205 0.407459939087791 68.8916339097415 10.159994560991823
9 349 1.7033579349517822 57.60749200065926 0.9625756995124997 0.17070291078865424 0.8003054504484496 0.028639905945855717 7.942962573816072 0.20471262168395407 72.55390623562259 11.248494050899211
10 349 5.508495807647705 95.48698670986913 24.408539147738473 5.032780350622913 594.3637932773203 25.12599109903878 3.0531906538865434 0.6434005182253442 57.21988617804388 10.18246639069681
11 349 3.770024299621582 22.06760646814007 0.26880287009915804 0.036720609685325124 0.06898108632481917 0.0009409180325124814 8.648066328876192 0.18763131808061842 48.55175246567855 9.713835009699133
12 349 7.193761110305786 12.403267504062313 0.40636727910182896 0.14609396165704572 0.14183294464129845 0.019618727466878316 2.4889149148096945 0.1772643154029804 38.461472735132176 14.221337505358724
13 349 7.971345901489258 23.912055767381435 1.03453470280263 1.2996852500802014 1.0374942271331915 1.6868317510556334 1.949138400375515 0.5957503222137838 42.16782381928307 23.503947623778092
14 349 2.2604527473449707 91.12193188215304 31.55122373484194 6.758481569958964 787.8285929996456 16.110672083343072 3.1326402305046526 0.24329583728395301 61.7359116664105 11.534500934839151
15 349 4.701376914978027 101.67064729471102 20.66639159638121 4.934856443209007 244.84847317722537 14.01619320078964 1.149657697937234 0.10973840815867175 29.912591197523007 7.026116194141189
16 349 3.4121642112731934 161.70707976700749 1.6338403833069104 0.22612299736247132 2.6578834306742087 0.04815710973680573 2.5020647619809413 0.21911962284608016 69.66155759095614 13.984149526851173
17 349 4.943801164627075 4.115206725218818 0.051176438538119706 0.04574845904384899 0.0009849068234239204 0.0016413654612520486 1.5795718497230626 0.1227859680274646 59.47525667613995 23.860891787340904
18 349 5.9807679653167725 116.92679164005533 1.9713976677058678 0.2503407182709057 3.8854838827989058 0.06105407905497271 7.326470115766167 0.2656454021429573 35.55023131284165 9.585162097826066
19 349 3.893893003463745 110.14370473511069 1.6190169265512335 0.2728042832444235 2.6197783444268867 0.07375380284787542 7.978594074720186 0.35316475800336095 85.6983731806699 11.444913416076187
