Dataset Length Time sMAPE Euclidean diff_Euclidean DTW diff_DTW DTW_reconstructed diff_DTW_reconstructed Euclidean_reconstructed diff_Euclidean_reconstructed
0 349 85.77423000335693 93.95410943048009 8.05032557510748 3.828510747954894 37.12475162691165 11.616361328597629 3.335510876651258 0.14836643169136374 23.358749053510667 7.638692051735764
1 349 131.8505527973175 61.57497368125979 10.159189826241528 3.0562718498176906 103.20913792560937 9.18771114922992 2.316024868468442 0.22545233812481313 39.98259287433898 6.553749883386555
2 349 141.5463149547577 50.03054429946756 0.09481362790274658 0.07938726511789865 0.005815579046798026 0.002910676107919964 6.401686053045291 0.49054231388988284 43.55309140998719 10.05905505868285
3 349 96.25479817390442 9.004337108808754 0.3062686063073687 0.1349576920145527 0.09380045920945801 0.01785367683570537 1.069285788072621 0.13403141363700677 44.67335572624654 11.015307657418909
4 349 69.37377715110779 31.786089678018335 3.632833324297181 0.1835966766440887 13.197477962124111 0.02143859504993361 3.2082229156647406 0.35871877764134713 28.02924919099267 7.260245289074825
5 349 76.71777415275574 127.41370090937133 11.490450753090915 5.687482136456827 129.42168441469641 32.300895004857686 1.443377372271447 0.10540461166231738 28.998534849216263 9.623624995316698
6 349 59.57497596740723 35.320977911688786 4.598978136796441 2.2546250126049605 21.150599902731656 4.972213548959536 0.7022404886521575 0.09560414148564272 44.113383731406635 7.056793582852221
7 349 52.82695913314819 120.36836350375988 11.169146317854073 5.01760334129925 124.71550986798297 25.17551782186187 1.1732734481155023 0.13000627399454107 36.49803498306168 7.612509980689531
8 349 76.55482792854309 122.84552377587278 1.656158845672425 0.5215473090062859 0.2847066021469399 0.16993332195527158 4.8913238283271205 0.407459939087791 68.8916339097415 10.159994560991823
9 349 71.90367484092712 59.20073800616288 0.9725583102912841 0.1725686370492054 0.9443768282475178 0.029606406930050965 7.942962573816072 0.20471262168395407 72.55390623562259 11.248494050899211
10 349 69.96153903007507 37.74676018849217 0.5117731871516544 0.05165916643280375 0.238991212999243 0.002394680593727894 3.0531906538865434 0.6434005182253442 57.21988617804388 10.18246639069681
11 349 95.97485613822937 168.09287646680406 0.8406507984042554 0.04317845480937117 0.6659910049790958 0.001776742543609309 8.648066328876192 0.18763131808061842 48.55175246567855 9.713835009699133
12 349 70.0198290348053 54.327918567621644 1.2429418069661045 0.14516142841623433 1.544904335504165 0.020429511901126775 2.4889149148096945 0.1772643154029804 38.461472735132176 14.221337505358724
13 349 120.01904892921448 36.01613653562611 1.1335696728863365 1.301339839484913 1.2849802032876358 1.6930218572480478 1.949138400375515 0.5957503222137838 42.16782381928307 23.503947623778092
14 349 143.54192686080933 40.12739174585647 6.822031193871058 3.695641691301 46.54010961014976 13.657767510482115 3.1326402305046526 0.24329583728395301 61.7359116664105 11.534500934839151
15 349 46.529306173324585 99.54624219938047 8.731943001055676 4.332794695428365 76.24682857368516 18.695955514248066 1.149657697937234 0.10973840815867175 29.912591197523007 7.026116194141189
16 349 77.34674191474915 177.3843612138835 0.8638593722990456 0.2240104991303536 0.7462530151089012 0.0501662345549746 2.5020647619809413 0.21911962284608016 69.66155759095614 13.984149526851173
17 349 60.20080780982971 47.31617907300753 0.6215166844140205 0.04477422211644236 0.3862829890049971 0.0020047234102561315 1.5795718497230626 0.1227859680274646 59.47525667613995 23.860891787340904
18 349 111.37807512283325 117.13599488081276 1.0616036417622865 0.250723441165859 1.0734669312412795 0.05900743287740523 7.326470115766167 0.2656454021429573 35.55023131284165 9.585162097826066
19 349 110.56895208358765 117.63399114536499 1.4640291212516852 0.28331750199094846 0.5415853943656054 0.0619964323338612 7.978594074720186 0.35316475800336095 85.6983731806699 11.444913416076187
